wav_filename,wav_filesize,transcript
zf3_02_003.wav,141740,hamburg air two five zero two contact geneva one three three decimal one five bye bye
zf3_02_132.wav,247724,merair six nine five two zurich radar good afternoon identified route trasadingen saronno maintain flight level two nine zero call you back for further climb
zf3_02_196.wav,243116,lufthansa four two two three zurich radar good afternoon you're identified maintain flight level three three zero trasadingen zurich east fusse
zf3_02_144.wav,112940,air malta four five zero contact rhein one three two decimal four
zf3_02_044.wav,57644,one three two two seven please
zf3_02_042.wav,101420,and on course to ah luxeuil or morok
zf3_02_061.wav,130220,reach six zero one five three resume own navigation to trasadingen tango
zf3_02_199.wav,96812,one th yeah one three three one five please
zf3_02_104.wav,142892,cross air five one eight route trasadingen tango i'll call you back for further climb
zf3_02_128.wav,101420,airlink one three milan one three four decimal five two bye bye
zf3_02_093.wav,176300,tunair four eight zero two you're identified maintain flight level three one zero trasadingen karlsruhe
zf3_02_086.wav,209708,airlink one three zurich radar good afternoon identified maintain flight level three zero zero trasadingen zurich east fusse
zf3_02_187.wav,224684,alitalia one three five zurich radar good afternoon identified trasadingen saronno maintain flight level three zero zero
zf3_02_168.wav,192428,airfrans yes f sorry alitalia three two four reims control one three four decimal four ciao
zf3_02_037.wav,293804,reach six zero one five three zurich radar good afternoon you're identified maintain flight level three one zero non r v s m is checked and report your heading
zf3_02_053.wav,140588,lufthansa four seven zero three contact milan one three four decimal five two bye bye
zf3_02_152.wav,197036,alitalia two nine one zurich radar good afternoon trasadingen saronno maintain flight level three three zero
zf3_02_064.wav,133676,bama one five call milan one three four decimal five two bye bye
zf3_02_194.wav,145196,merair six nine five two milan one three four decimal five two bye bye
zf3_02_137.wav,173996,air berlin five two six one geneva one three three decimal one five bye bye
zf3_02_114.wav,180908,alitalia four one six continue heading three six zero i'll call you back for navigation
zf3_02_145.wav,142892,alitalia four one six contact rhein one three two decimal four bye bye
zf3_02_113.wav,106028,six seven zero correct call milan one three four decimal five two
zf3_02_169.wav,133676,sabena eight zero six call zurich sector one three three decimal four bye bye
zf3_02_140.wav,100268,lufthansa five five zero four own navigation fribourg
zf3_02_167.wav,168236,lufthansa four six six five descend to flight level two nine zero rate of descent two thousand feet or more
zf3_02_123.wav,110636,cross air five one eight climb to flight level three zero zero
zf3_02_173.wav,51884,okay continue present heading
zf3_02_112.wav,81836,airfrans six seven zero own navigation saronno
zf3_02_018.wav,207404,french line nine one six three zurich radar good afternoon identified maintain flight level three three zero trasadingen zurich east fusse
zf3_02_048.wav,84140,good afternoon descend to flight level two nine zero
zf3_02_038.wav,167084,reach six zero one five three roger continue heading ah zero six zero until advised
zf3_02_020.wav,208556,lufthansa four seven zero three zurich radar good afternoon maintain flight level three five zero
zf3_02_089.wav,140588,lufthansa four seven zero zero for further climb zurich sector one three three decimal four bye bye
zf3_02_070.wav,179756,lufthansa three six zero four and turn left by ten degrees until advised
zf3_02_105.wav,124460,french air force four four one zero descend to flight level two nine zero
zf3_02_030.wav,115244,condor triple six contact geneva one three three decimal one five bye bye
zf3_02_095.wav,108332,air berlin five two six one own navigation to st prex
zf3_02_034.wav,110636,lufthansa four seven zero three descend to flight level two nine zero
zf3_02_004.wav,108332,k l m three four six climb to flight level three one zero
zf3_02_078.wav,202796,lufthansa four seven hundred good afternoon identified fly heading two one zero until advised maintain flight level two nine zero
zf3_02_045.wav,311084,airfrans two six two one identified route trasadingen hochwald morok for further climb call zurich sector one three three decimal four bye bye
zf3_02_165.wav,92204,sabena eight zero six climb to flight level three six zero
zf3_02_024.wav,89900,delta echo bravo climb to flight level four one zero
zf3_02_160.wav,99116,delta mike echo climb to flight level three four zero
zf3_02_121.wav,74924,four one six correct after zurich east to nelli
zf3_02_164.wav,191276,merair six nine four four good afternoon identified trasadingen saronno maintain flight level two nine zero
zf3_02_156.wav,121004,lufthansa three five five zero descend to flight level two five zero
zf3_02_161.wav,139436,lufthansa four six six five descend to flight level three four zero
zf3_02_025.wav,112940,alitalia one five eight climb to flight level three two zero
zf3_02_039.wav,194732,airfrans two six two one good afternoon climb to flight level three four zero higher rate of climb squawk two seven seven three
zf3_02_002.wav,110636,lufthansa five three zero five left heading ah three four zero
zf3_02_067.wav,138284,speedway three three five two call milan one three four decimal five two bye bye
zf3_02_015.wav,125612,lufthansa four three nine zero milan one three four decimal five two
zf3_02_058.wav,130220,l t u one six zero two geneva one three three decimal one five bye bye
zf3_02_180.wav,112940,aerovic one zero six one descend to flight level two five zero
zf3_02_147.wav,19628,roger
zf3_02_088.wav,173996,lufthansa four seven zero zero climb to flight level three four zero own navigation st prex
zf3_02_185.wav,226988,aerovic one zero six one call now genev sorry m milan one three four decimal five two bye bye
zf3_02_059.wav,137132,alitalia one five eight reims control one three four decimal four bye bye
zf3_02_162.wav,141740,lufthansa five five zero four milan one three four decimal five two
zf3_02_006.wav,139436,alitalia six four seven four resume own navigation to trasadingen karlsruhe
zf3_02_050.wav,96812,reach six zero one five three left heading zero five zero
zf3_02_087.wav,138284,portugalia five four three good afternoon climb to flight level two nine zero
zf3_02_013.wav,101420,delta echo bravo climb to flight level three three zero
zf3_02_027.wav,104876,delta echo bravo call zurich sector one three three decimal four bye bye
zf3_02_071.wav,132524,reach six zero one five three left ten degrees until advised
zf3_02_163.wav,190124,sabena eight zero six you're identified routing ah trasadingen to karlsruhe
zf3_02_170.wav,137132,lufthansa three five five zero milan one three four decimal five two bye bye
zf3_02_205.wav,23084,okay
zf3_02_012.wav,21932,okay
zf3_02_017.wav,107180,delta echo bravo continue climb to flight level three four zero
zf3_02_115.wav,165932,alitalia four zero four identified route ageri zurich east nelli maintain flight level three two zero
zf3_02_124.wav,123308,cross air five one eight i'm sorry stop climb flight level two eight zero
zf3_02_200.wav,198188,airfrans two four two six good afternoon identified trasadingen zurich east fusse maintain flight level three three zero
zf3_02_130.wav,55340,one three four five two
zf3_02_110.wav,127916,french air force four four one zero milan one three four decimal five two bye bye
zf3_02_094.wav,119852,french air force four four one zero descend to flight level three three zero
zf3_02_131.wav,175148,golf bravo victor juliett india zurich radar good afternoon descend to flight level three four zero
zf3_02_192.wav,212012,alitalia three six nine zurich radar good afternoon identified trasadingen saronno maintain flight level three zero zero
zf3_02_101.wav,121004,portugalia five four three geneva one three three decimal one five bye bye
zf3_02_009.wav,106028,delta echo bravo turn right inbound to st prex
zf3_02_014.wav,130220,lufthansa four three nine zero milan one three four decimal five two bye bye
zf3_02_149.wav,157868,alitalia four zero four rhein one three two decimal four bye bye
zf3_02_179.wav,95660,delta mike echo climb to flight level three five zero
zf3_02_129.wav,116396,airlink one three milan one three four decimal five two
zf3_02_141.wav,240812,delta india mike mike echo zurich radar good afternoon you're identified maintain flight level three zero zero trasadingen to saronno
zf3_02_091.wav,132524,reach six zero one five three contact rhein one three two decimal four
zf3_02_079.wav,217772,french air force four four one zero good afternoon identified maintain flight level three four zero trasadingen zurich east fusse
zf3_03_174.wav,35756,station calling
zf3_03_167.wav,270764,alitalia three six nine zurich radar good morning three six nine three six nine yeah good morning
zf3_03_179.wav,95660,merair six nine five two milan one three four five two
zf3_03_008.wav,108332,lufthansa four four zero eight climb initially to flight level three one zero
zf3_03_023.wav,146348,french line nine one six five milan one three four decimal five two bye bye
zf3_03_169.wav,71468,aero lloyd five six two good morning
zf3_03_100.wav,245420,lufthansa three five five zero zurich radar good morning identified trasadingen saronno maintain flight level three sorry two nine zero
zf3_03_109.wav,150956,air malta four five zero ah disregard
zf3_03_027.wav,156716,airfrans two six two one identified maintain flight level three two zero trasadingen hochwald morok
zf3_03_017.wav,160172,condor triple six geneva one two eigh sorry one three three one five
zf3_03_043.wav,129068,alitalia one five eight reims one three four decimal four ciao
zf3_03_130.wav,301868,merair six nine five two zurich radar good morning identified route trasadingen saronno i'll call you back for further climb stand by
zf3_03_134.wav,162476,alitalia two nine one good morning identified trasadingen saronno maintain flight level three three zero
zf3_03_032.wav,124460,l t u one six zero two good morning climb to flight level three four zero
zf3_03_114.wav,178604,airfrans six seven zero own navigation saronno expect descent in twenty miles
zf3_03_038.wav,148652,mission six zero one five three continue present heading until advised for separation
zf3_03_143.wav,106028,alitalia four zero four rhein one three two decimal four ciao
zf3_03_045.wav,131372,lufthansa three five six six climb initially to flight level three zero zero
zf3_03_061.wav,122156,tarom seven five three four milan one three four decimal five two bye bye
zf3_03_135.wav,85292,delta fox sierra geneva one three three one five
zf3_03_012.wav,141740,alitalia six four seven four rhein one two zero nine two bye bye
zf3_03_154.wav,109484,sorry alitalia three two four contact reims one three four four
zf3_03_069.wav,39212,station calling
zf3_03_111.wav,216620,lufthansa five five zero four zurich radar good morning identified maintain flight level confirm two nine zero
zf3_03_048.wav,154412,l t u one six zero two own navigation st prex geneva one three three one five bye bye
zf3_03_138.wav,106028,sabena eight zero six zurich radar good morning squawk two seven four one
zf3_03_127.wav,130220,india oscar kilo milan one three four decimal five two ciao
zf3_03_098.wav,222380,alitalia four zero four you're identified maintain flight level three two zero ageri zurich east nelli
zf3_03_136.wav,201644,israeli air force four four two zurich radar good morning identified albix saronno maintain flight level three four zero
zf3_03_039.wav,184364,lufthansa three five six six zurich radar good morning identified route trasadingen saronno call you back for further climb
zf3_03_137.wav,119852,lufthansa three five five zero descend to flight level two five zero
zf3_03_007.wav,150956,japan air four one nine zurich radar good morning descend to flight level two five zero
zf3_03_058.wav,104876,lufthansa three five six six climb to flight level three four zero
zf3_03_080.wav,244268,portugalia five four three zurich radar good morning you're identified climb to flight level two nine zero
zf3_03_030.wav,116396,mission six zero one five three climb to flight level three four zero
zf3_03_164.wav,183212,alitalia one three five zurich radar good morning identified trasadingen saronno maintain flight level three hundred
zf3_03_084.wav,49580,maintain three two zero
zf3_03_133.wav,111788,alitalia four one six rhein one three two decimal four ciao
zf3_03_066.wav,110636,air malta four five zero good morning squawk seven five three four
zf3_03_097.wav,48428,alitalia one five zero
zf3_03_096.wav,247724,alitalia four one six identified maintain flight level two eight zero initially ageri zurich east nelli
zf3_03_102.wav,70316,four one six will be final level in zurich
zf3_03_105.wav,91052,india oscar kilo climb to flight level three three zero
zf3_03_078.wav,159020,india oscar kilo climb to flight level three zero zero initially
zf3_03_176.wav,69164,lufthansa four five eight two good morning
zf3_03_119.wav,108332,cross air five one eight climb to flight level three one zero
zf3_03_153.wav,100268,airfrans three two four contact reims one three four four
zf3_03_148.wav,124460,golf juliett india rate of descent ah two thousand feet or more please
zf3_03_073.wav,199340,airlink one three zurich radar good morning identified maintain flight level three hundred when reaching trasadingen zurich east fusse
zf3_03_113.wav,74924,well maintain two nine zero you have to descend
zf3_03_018.wav,15020,bye
zf3_03_088.wav,129068,tunair four eight zero two zurich radar good morning squawk two seven five one
zf3_03_077.wav,92204,delta fox sierra roger climb to flight level three three zero
zf3_03_065.wav,117548,lufthansa four seven zero zero fly heading two one zero for shortcut
zf3_03_085.wav,286892,air berlin five two six one zurich radar good morning identified route trasadingen st prex maintain flight level three three zero
zf3_03_129.wav,177452,golf bravo victor juliett india good morning descend to flight level three three zero initially
zf3_03_033.wav,102572,l t u one six zero two right by ten degrees please
zf3_03_076.wav,144044,delta foxtrot sierra ah confirm you're requesting three three zero today
zf3_03_024.wav,235052,mission six zero one five three good morning identified route willisau trasadingen tango climb to flight level three two zero
zf3_03_132.wav,231596,aerovic one zero six one zurich radar good morning identified trasadingen fribourg maintain flight level three zero zero
zf3_03_006.wav,106028,condor triple six good morning continue climb to flight level three four zero
zf3_03_047.wav,125612,bama one five milan one three four decimal five two bye bye
zf3_03_081.wav,144044,lufthansa four seven hundred continue heading and call zurich sector one three three decimal four bye bye
zf3_03_142.wav,132524,lufthansa four six six five descend to flight level three four zero initially
zf3_03_004.wav,236204,lufthansa four four zero eight zurich radar good morning identified fly heading two one zero for a shortcut maintain flight level two nine zero initially
zf3_03_177.wav,94508,scandinavian six eight seven zurich radar good morning
zf3_03_118.wav,156716,air malta four five zero contact rhein one three two decimal four good day
zf3_03_094.wav,137132,airfrans six seven zero good morning identified albix saronno maintain three four zero
zf3_03_031.wav,124460,mission six zero one five three yes correct climb to flight level three four zero
zf3_03_128.wav,145196,tunair four eight zero two rhein control one two zero decimal nine two good day
zf3_03_166.wav,197036,austrian four one six whiskey zurich radar good morning identified trasadingen zurich east fusse maintain flight level three four zero
zf3_03_059.wav,218924,lufthansa four seven zero zero zurich radar good morning identified maintain flight level two nine zero trasadingen st prex call you back for further climb
zf3_03_095.wav,145196,tunair four eight zero two identified trasadingen karlsruhe maintain flight level three one zero
zf3_03_112.wav,103724,okay maintain two nine zero trasadingen fribourg
zf3_03_005.wav,162476,bama one five good morning identified route zurich east resia maintain flight level three three zero
zf3_03_145.wav,209708,sabena eight zero six identified trasadingen to karlsruhe climb to flight level three one correction three two zero
zf3_03_122.wav,101420,airfrans six seven zero descend to flight level two five zero
zf3_03_072.wav,160172,lufthansa three six zero four for further climb zurich sector one three three decimal four bye bye
zf3_03_149.wav,183212,merair six nine four four zurich radar good morning identified trasadingen saronno call you back for higher in two minutes
zf3_03_104.wav,149804,portugalia five four three contact now geneva one three three decimal one five bye bye
zf3_03_181.wav,100268,tunair four six nine four squawk two seven five six
zf3_03_089.wav,97964,portugalia five four three climb to flight level three three zero
zf3_03_125.wav,152108,airfrans six seven zero call now milan one three four decimal five two bye bye
zf3_03_009.wav,48428,three one zero correct
zf3_03_156.wav,94508,golf juliett india milan one three four five two bye bye
zf3_03_011.wav,215468,tarom seven five three four zurich radar good morning identified maintain flight level three three zero flight planned route
zf3_03_071.wav,96812,lufthansa four seven hundred climb to flight level three five zero
zf3_03_002.wav,253484,french line nine one six three zurich radar good morning identified maintain flight level three three zero trasadingen zurich east fusse
zf3_03_022.wav,130220,alitalia one five zero good morning squawk two seven four five
zf3_03_079.wav,177452,fox sierra roger in this case descend to flight level two nine zero due crossing traffic
zf3_03_056.wav,224684,airfrans two six two one contact reims one three four decimal four bye bye
zf3_03_067.wav,203948,french air force four four one zero zurich radar good morning identified route trasadingen zurich east fusse maintain flight level three four zero
zf3_03_054.wav,15020,bye
zf3_03_178.wav,38060,ohh great
zf3_03_068.wav,228140,india lima oscar oscar kilo zurich radar good morning identified maintain flight level two nine zero trasadingen saronno call you back for further climb
zf3_03_146.wav,142892,lufthansa five five zero four ge milan one three four five two bye bye
zf3_03_086.wav,108332,five two six one are you interested in three four zero today
zf3_03_064.wav,121004,three six zero four give me a good rate of climb until passing three two zero please
zf3_03_003.wav,129068,lufthansa four three nine zero milan one three four decimal five two bye bye
zf3_03_180.wav,94508,alitalia two nine one descend to flight level two five zero
zf3_03_057.wav,91052,alitalia one five zero own navigation trasadingen
zf3_03_019.wav,108332,japan air four one nine milan one three four five two bye bye
zf3_03_141.wav,146348,lufthansa four six six five zurich radar good morning i'll call you back for lower stand by
zf3_03_034.wav,155564,lufthansa four seven zero three milan one three four five two bye bye
zf3_03_052.wav,124460,oh i'm very sorry turn right by ten degrees until advised
zf3_03_087.wav,55340,okay maintain three three zero
zf3_03_126.wav,210860,air berlin five two six one contact now geneva one three three decimal one five bye bye
zf1_07_208.wav,119852,air algerie two zero seven three climb to flight level three four zero
zf1_07_102.wav,115244,lauda air one zero nine good afternoon squawk two seven four six
zf1_07_083.wav,111788,tarom seven five three four left ah one zero degrees
zf1_07_098.wav,108332,speedway three three five two milan one three four five two bye bye
zf1_07_069.wav,139436,french line nine one six five ah milan one three four five two good bye
zf1_07_023.wav,317996,airfrans one five zero nine is identified ah co ah proceed trasadingen hochwald morok and for higher level zurich one three three four
zf1_07_095.wav,111788,alitalia one five zero rhein one two zero nine two bye bye
zf1_07_088.wav,121004,tarom seven five three four clear of traffic own navigation to fusse
zf1_07_066.wav,107180,speedway three three five two descend to flight level two nine zero
zf1_07_170.wav,89900,roger contact zurich one three three decimal four good bye
zf1_07_201.wav,103724,israeli air four four two descend to flight level two nine zero
zf1_07_173.wav,103724,devec one zero six one turn left heading two zero zero
zf1_07_062.wav,135980,lufthansa three five six six good afternoon call you back for climb shortly
zf1_07_068.wav,114092,l t u one six zero two geneva one three three one five good bye
zf1_07_177.wav,79532,airfrans six seven zero still on the frequency
zf1_07_161.wav,122156,lufthansa three five five zero descend to flight level two five zero
zf1_07_202.wav,97964,merair six nine five two climb to flight level three three zero
zf1_07_195.wav,109484,delta mike echo contact zurich one three three decimal four good bye
zf1_07_147.wav,84140,roger contact reims one three four four good bye
zf1_07_025.wav,112940,lufthansa five three zero five further right heading zero one five
zf1_07_105.wav,148652,lauda one zero nine is identified maintain level three four zero trasadingen and luxeuil
zf1_07_158.wav,130220,ah metavec one zero six one turn now right heading two one zero sorry
zf1_07_185.wav,58796,make it one three two four
zf1_07_034.wav,110636,lufthansa four four zero eight climb to flight level three one zero
zf1_07_137.wav,104876,lufthansa five five zero four good afternoon radar contact
zf1_07_056.wav,103724,lufthansa four four zero eight own navigation to st prex
zf1_07_121.wav,91052,cross air five one eight good afternoon roger
zf1_07_198.wav,138284,sunwing five two one two good afternoon maintain three three zero trasadingen st prex
zf1_07_172.wav,153260,merair six nine four four good afternoon maintain two nine zero trasadingen saronno
zf1_07_021.wav,112940,iberia three five three zero descend to flight level two nine zero
zf1_07_109.wav,46124,roger call you back for climb
zf1_07_199.wav,168236,airfrans six eight zero descend to flight level two five zero good rate until passing two nine zero
zf1_07_036.wav,133676,japan air four one nine good afternoon descend to flight level two five zero
zf1_07_210.wav,134828,tunair four six nine four is identified route ageri zurich east to nelli
zf1_07_168.wav,137132,speedbird two eight three nine good afternoon squawk five seven four four
zf1_07_132.wav,114092,lauda one zero nine contact reims one three four four good bye
zf1_07_007.wav,135980,delta echo bravo ah expedite climb until passing three five zero
zf1_07_112.wav,117548,airlink one three turn left one zero degrees due traffic
zf1_07_084.wav,127916,tarom seven five three four turn immediately left one zero degrees
zf1_07_051.wav,149804,airfrans zero zero nine november good afternoon squawk two seven four four
zf1_07_006.wav,148652,delta echo bravo turn left one zero degrees climb flight level three seven zero
zf1_07_042.wav,104876,french line nine one six five good afternoon radar contact
zf1_07_005.wav,121004,tarom seven five three three contact reims one three four four good bye
zf1_07_012.wav,117548,delta echo bravo contact now zurich one three three decimal four good bye
zf1_07_196.wav,161324,aerovic one zero six one turn left heading one nine zero descend to flight level two five zero
zf1_07_165.wav,108332,sabena eight zero six good afternoon squawk two seven four one
zf1_07_212.wav,61100,thank you very much bye
zf1_07_206.wav,106028,alitalia two nine one descend to flight level two five zero
zf1_07_125.wav,133676,alitalia three two four good afternoon squawk five seven four seven
zf1_07_053.wav,115244,lufthansa four four zero eight climb to flight level three three zero
zf1_07_130.wav,91052,air berlin five two six one set course to st prex
zf1_07_182.wav,190124,lufthansa four six six five good afternoon descend to flight level three zero zero rate two thousand or more
zf1_07_003.wav,92204,air berlin five two five five set course to karlsruhe
zf1_07_111.wav,100268,alitalia four one six climb to flight level three hundred
zf1_07_082.wav,125612,mission six zero one five three due traffic turn left heading three six zero
zf1_07_113.wav,85292,french air for ah say again please
zf1_07_020.wav,132524,airfrans one five zero nine good afternoon squawk two seven seven six
zf1_07_070.wav,147500,spar eight nine good afternoon squawk two seven seven four fly heading two five five
zf1_07_154.wav,72620,delta mike echo good afternoon call you back
zf1_07_162.wav,103724,golf juliett india descend to flight level two nine zero
zf1_07_167.wav,102572,delta mike echo climb to flight level three three zero
zf1_07_160.wav,114092,delta mike echo turn left one zero degrees
zf1_07_197.wav,126764,alitalia one three five good afternoon maintain three one zero trasadingen canne
zf1_07_093.wav,74924,air malta four five zero is identified
zf1_07_142.wav,82988,airfrans six four seven is identified
zf1_07_077.wav,63404,roger good rate until reaching please
zf1_07_104.wav,76076,tunair four eight zero two is identified
zf1_07_091.wav,124460,air malta four five zero good afternoon squawk seven five three four
zf1_07_140.wav,110636,tunair four eight zero two rhein one two zero nine two bye bye
zf1_07_075.wav,141740,lufthansa three five six six for higher level zurich one three three four good bye
zf1_07_207.wav,159020,tunair four six nine four good afternoon squawk two seven five six
zf1_07_190.wav,108332,airfrans six four seven reims one three four decimal four good bye
zf1_07_009.wav,131372,alitalia one five eight good afternoon squawk five seven two zero
zf1_07_156.wav,142892,golf juliett india rate of descent two thousand or more until passing level three three zero
zf1_07_153.wav,130220,air berlin five two six one geneva one three three one five good bye
zf1_07_016.wav,42668,two three two zero
zf1_07_174.wav,121004,merair six nine four four climb to flight level three three zero
zf1_07_134.wav,126764,lufthansa five nine three one climb to flight level three three zero
zf1_07_029.wav,125612,bama one five good afternoon maintain three three zero zurich east resia
zf1_07_001.wav,112940,balkan four three one good afternoon squawk seven five three seven
zf1_07_166.wav,131372,alitalia two nine one good afternoon maintain three three zero trasadingen saronno
zf1_07_103.wav,138284,portugalia five four three climb to flight level three three zero final level in zurich
zf1_07_186.wav,104876,cross air five one eight rhein one three two decimal four good bye
zf1_07_124.wav,85292,airlink one three own navigation zurich east fusse
zf1_07_043.wav,106028,speedway three three five two good afternoon route zurich east fusse
zf1_07_087.wav,122156,spar eight nine report your heading to zurich on one three three four good bye
zf1_07_157.wav,137132,aerovic one zero six one good afternoon maintain three three zero trasadingen st prex
zf1_07_146.wav,88748,i f o two two bravo set course direct to luxeuil
zf1_07_164.wav,123308,alitalia three two four contact reims one three four decimal four good bye
zf1_07_076.wav,124460,lufthansa three six zero four climb to flight level three five zero
zf1_07_100.wav,140588,aero lloyd five three three good afternoon set course direct to trasadingen nelli
zf1_07_092.wav,112940,tarom seven five three four milan one three four five two good bye
zf1_07_040.wav,126764,lufthansa five three zero five rhein one three two decimal four good bye
zf1_07_039.wav,149804,alitalia six four seven four contact ah rhein one two zero nine two ciao
zf1_07_204.wav,188972,air algerie two zero seven three good afternoon i'll call you back for climb route trasadingen st prex
zf1_07_064.wav,96812,tarom seven five three four good afternoon radar contact
zf1_07_119.wav,130220,french air force four four one zero descend now to flight level two nine zero
zf1_07_046.wav,116396,japan air four one nine contact milan one three four five two good bye
zf1_07_117.wav,19628,roger
zf1_07_033.wav,110636,balkan four three one contact reims one three four four good bye
zf1_07_176.wav,131372,lufthansa three five five zero contact milan one three four five two good bye
zf1_07_178.wav,74924,contact milan one three four five two bye
zf1_07_120.wav,115244,i f o two two bravo good afternoon squawk seven five three five
zf1_07_150.wav,95660,alitalia four zero four rhein one three two decimal four
zf1_07_063.wav,125612,lufthansa four four zero eight contact geneva one three three one five good bye
zf1_07_184.wav,131372,lufthansa five nine three one contact rhein one three two decimal four good bye
zf1_07_055.wav,119852,l t u one six zero two good afternoon climb to flight level two nine zero
zf1_07_192.wav,123308,lufthansa five five zero four milan one three four decimal five two good bye
zf1_07_071.wav,109484,airfrans six eight nine reims one three four four good bye
zf1_07_078.wav,111788,mission six zero one five three own navigation to tango
zf1_07_139.wav,124460,french air force four four one zero ah milan one three four five two good bye
zf1_07_061.wav,101420,condor six zero seven good afternoon radar contact
zf1_07_171.wav,91052,lufthansa five nine three one turn now left to tango
zf1_07_030.wav,112940,airfrans six eight nine good afternoon squawk five seven two one
zf1_07_011.wav,63404,alitalia one five eight is identified
zf1_07_205.wav,157868,airfrans six eight zero own navigatio ah sorry contact milan one three four five two good bye
zf1_07_072.wav,125612,lufthansa three six zero four good afternoon route trasadingen saronno
zf1_07_027.wav,132524,lufthansa four three nine zero contact milan one three four five two good bye
zf1_07_131.wav,148652,lufthansa five nine three one good afternoon route trasadingen tango call you back for climb
zf1_07_050.wav,100268,airfrans six eight nine set course direct to hochwald
zf1_07_145.wav,135980,merair six nine five two good afternoon radar contact call you back for climb shortly
zf1_07_122.wav,123308,portugalia five four three contact geneva one three three one five good bye
zf1_07_089.wav,131372,and mission six zero one five three clear of traffic own navigation tango
zf1_07_191.wav,115244,lufthansa four six six five milan one three four five two good bye
zf1_03_185.wav,109484,roger report your heading to zurich one three three decimal four good bye
zf1_03_068.wav,116396,air inter three two zero papa hotel set course direct to morok
zf1_03_150.wav,77228,aero lloyd five nine zero good morning roger
zf1_03_045.wav,115244,air malta zero zero four turn right one five degrees due traffic
zf1_03_161.wav,150956,lufthansa eight two two one good morning radar contact maintain three three zero
zf1_03_151.wav,86444,jet set four four two own navigation to canne
zf1_03_208.wav,125612,iberia three four two two contact rhein one three two decimal four good bye
zf1_03_001.wav,91052,scandinavian six eight six report your heading
zf1_03_164.wav,117548,viva nine zero eight one descend to flight level three three zero
zf1_03_141.wav,138284,aero lloyd five one seven own navigation trasadingen karlsruhe
zf1_03_122.wav,159020,speedway ah three four six nine rate of descent two thousand or more until passing two eight zero
zf1_03_143.wav,19628,tra
zf1_03_240.wav,268460,sabena nine three six nine good afternoon maintain two nine zero call you back for further descent in about four minutes and set course willisau st prex
zf1_03_031.wav,124460,lufthansa eight two six eight good morning roger call you back for climb
zf1_03_024.wav,122156,sabena seven eight one six good morning squawk two seven one six
zf1_03_177.wav,110636,lufthansa four six five two climb to flight level three three zero
zf1_03_154.wav,95660,alitalia two nine two climb to flight level three zero zero
zf1_03_214.wav,87596,alitalia four eight seven good morning radar contact
zf1_03_020.wav,130220,lufthansa four three five six good morning squawk two seven one two
zf1_03_136.wav,101420,sabena eight two six alfa turn right one zero degrees
zf1_03_234.wav,127916,air malta one hundred contact reims one three four decimal four good bye
zf1_03_226.wav,74924,contact milan one three four five two good bye
zf1_03_182.wav,110636,europa three eight one contact milan one three four five two
zf1_03_120.wav,81836,alitalia one one seven good morning roger
zf1_03_223.wav,131372,oh adria one six four two contact reims one three four four good bye
zf1_03_110.wav,123308,lufthansa three five seven seven rhein one three two decimal four good bye
zf1_03_106.wav,131372,transwede one zero seven good morning radar contact route trasadingen st prex
zf1_03_174.wav,104876,alitalia one one seven milan one three four five two good bye
zf1_03_108.wav,157868,jetcom one zero four correction condor one zero four climb to flight level three four zero
zf1_03_114.wav,97964,aero lloyd five one seven good morning radar contact
zf1_03_107.wav,135980,speedway three four six nine due traffic descend to flight level two seven zero
zf1_03_209.wav,111788,lufthansa eight two two one descend to flight level two nine zero
zf1_03_050.wav,133676,hapag lloyd ah six five three good morning radar contact
zf1_03_038.wav,79532,contact milan one three four five two good bye
zf1_03_113.wav,80684,viva nine zero eight one good morning roger
zf1_03_062.wav,111788,hapag lloyd six five three climb to flight level three three zero
zf1_03_207.wav,111788,alitalia four eight five descend to flight level two nine zero
zf1_03_247.wav,103724,jetaviation seven zero one descend to flight level two five zero
zf1_03_176.wav,100268,lufthansa four five seven five good morning roger
zf1_03_225.wav,103724,alitalia four eight five descend to flight level two five zero
zf1_03_169.wav,106028,viva nine zero eight one milan one three four five two good bye
zf1_03_167.wav,101420,aero lloyd five nine zero climb to flight level three one zero
zf1_03_037.wav,103724,blue five seven two descend to flight level two five zero
zf1_03_028.wav,103724,lufthansa four seven two three good morning roger
zf1_03_229.wav,137132,lufthansa three five five six good morning maintain two nine zero trasadingen canne
zf1_03_091.wav,117548,airfrans three five six good morning squawk seven five three six
zf1_03_061.wav,256940,air inter three two zero papa hotel climb now to flight level three two zero good rate until reaching ah until passing three one zero
zf1_03_173.wav,141740,air malta one zero zero good morning squawk five seven one seven
zf1_03_131.wav,108332,adria one six four two good morning squawk two seven one zero
zf1_03_089.wav,103724,condor one zero four climb to flight level three three zero
zf1_03_059.wav,118700,transwede three five seven one reims one three four decimal four good bye
zf1_03_054.wav,41516,in one minute call you back
zf1_03_086.wav,108332,lufthansa three five seven seven turn right heading zero one zero
zf1_03_004.wav,129068,transwede three five seven one good morning squawk two seven four zero
zf1_03_069.wav,97964,hapag lloyd six five three turn right heading two two zero
zf1_03_072.wav,142892,hamburg air two five four six contact geneva one three three one five good bye
zf1_03_034.wav,129068,lufthansa triple five zero good morning squawk two seven five seven
zf1_03_241.wav,123308,hamburg air two five zero zero good afternoon radar contact
zf1_03_116.wav,175148,airfrans three five six is cleared trasadingen ah disregard
zf1_03_029.wav,116396,sabena seven eight one six climb to flight level three four zero
zf1_03_146.wav,54188,and your destination
