client_id	path	sentence	up_votes	down_votes	age	gender	accents	locale	segment
xxx-id	sm4_03_089	tag tarom three seven four identified turn left heading one two zero 						en	
xxx-id	sm4_03_037	lufthansa five two three six direct to nattenheim november tango mike 						en	
xxx-id	sm4_03_100	tag malaysian four identified 						en	
xxx-id	sm4_03_109	and tarom three seven four proceed to tango 						en	
xxx-id	sm4_03_159	algerie two zero seven three proceed direct no for the time being continue on heading one seven zero 						en	
xxx-id	sm4_03_095	merair six nine five two climb now flight level two nine zero 						en	
xxx-id	sm4_03_171	[EMPTY] 						en	
xxx-id	sm4_03_050	speedbird one two nine descend flight level three three zero 						en	
xxx-id	sm4_03_012	tag lufthansa three five six six identified climb flight level two nine zero 						en	
xxx-id	sm4_03_099	lufthansa three five five zero zurich one three four six tschuss 						en	
xxx-id	sm4_03_016	swissair eight zero six contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_03_105	tag gulf air five identified 						en	
xxx-id	sm4_03_183	tunis air four eight zero two contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_03_176	aero lloyd five six two proceed correct no aero lloyd five six two direct to hochwald hotel oscar charlie thereafter st prex sierra papa romeo 						en	
xxx-id	sm4_03_011	tag swissair nine three six zero identified 						en	
xxx-id	sm4_03_086	lufthansa four two zero nine contact rhein one three two four 						en	
xxx-id	sm4_03_079	tag adria one six two seven identified 						en	
xxx-id	sm4_03_119	roger please reduce to point seven two until advised 						en	
xxx-id	sm4_03_138	roger turn right heading one nine zero 						en	
xxx-id	sm4_03_192	alitalia three six nine zurich one three four six tschuss 						en	
xxx-id	sm4_03_160	tag lufthansa four two one nine identified 						en	
xxx-id	sm4_03_173	alitalia three six nine rate of descent two thousand feet per minute or more 						en	
xxx-id	sm4_03_123	roger are you able to increase to point seven eight or more 						en	
xxx-id	sm4_03_023	berlin five two five five rhein one two seven three seven tschuss 						en	
xxx-id	sm4_03_024	tarom three seven two contact rhein one three two decimal four tschuss 						en	
xxx-id	sm4_03_143	swissair nine three five nine descend now flight level three four zero 						en	
xxx-id	sm4_03_061	golf juliett india continue your turn to trasadingen now 						en	
xxx-id	sm4_03_048	and hotel tango romeo climb now flight level three five zero 						en	
xxx-id	sm4_03_139	lufthansa five two one seven proceed direct to dinkelsbuhl 						en	
xxx-id	sm4_03_002	german air force four one four contact rhein correction zurich one three four six tschuss 						en	
xxx-id	sm4_03_125	meridiana six nine five two contact zurich one three four six tschuss 						en	
xxx-id	sm4_03_084	cross air eight five eight direct to nattenheim 						en	
xxx-id	sm4_03_126	tunis air four eight zero two guten tag identified 						en	
xxx-id	sm4_03_189	sunwing five two one four contact zurich one three three four tschuss 						en	
xxx-id	sm4_03_134	negative gulf air zero zero five 						en	
xxx-id	sm4_03_040	lufthansa three five six six contact rhein one correction zurich one three four six 						en	
xxx-id	sm4_03_098	cross air eight five eight contact rhein frequency one two seven three seven tschuss 						en	
xxx-id	sm4_03_169	alitalia three six nine descend flight level two nine zero 						en	
xxx-id	sm4_03_058	~k ~l ~m three four six proceed direct nattenheim 						en	
xxx-id	sm4_03_108	tarom three seven four climb flight level three four zero 						en	
xxx-id	sm4_03_164	merair six nine four four contact zurich one three four six tschuss 						en	
xxx-id	sm4_03_195	please do so 						en	
xxx-id	sm4_03_025	tag ~k ~l ~m three four six identified confirm flight level three one zero 						en	
xxx-id	sm4_03_182	lufthansa three five zero eight climb flight level three zero zero expedite climb 						en	
xxx-id	sm4_03_045	lufthansa three six zero four 						en	
xxx-id	sm4_03_161	tag scandinavian six eight seven identified 						en	
xxx-id	sm4_03_072	lufthansa four two zero nine direct to dinkelsbuhl 						en	
xxx-id	sm4_03_170	tag lufthansa four five eight two identified 						en	
xxx-id	sm4_03_133	gulf air five rhein one two seven three seven tschuss 						en	
xxx-id	sm4_03_039	tag golf bravo victor juliett india identified 						en	
xxx-id	sm4_03_156	sunwing five two one four correction five two one two direct to trasadingen 						en	
xxx-id	sm4_03_071	saudia one zero six contact rhein one three two decimal four tschuss 						en	
xxx-id	sm4_03_198	lufthansa four two one nine contact rhein one three two four tschuss 						en	
xxx-id	sm4_03_080	bafair one forty four identified 						en	
xxx-id	sm4_03_093	tag britannia three zero six alfa identified 						en	
xxx-id	sm4_03_060	and ~k ~l ~m three four six contact rhein one two seven three seven dag 						en	
xxx-id	sm4_03_131	malaysian four contact rhein one two seven three seven 						en	
xxx-id	sm4_03_200	lufthansa three five zero eight speed at own convenience contact zurich one three four six tschuss 						en	
xxx-id	sm4_03_172	[EMPTY] 						en	
xxx-id	sm4_03_032	lufthansa five two three six guten tag identified 						en	
xxx-id	sm4_03_113	delta india mike mike echo climb flight level two nine zero 						en	
xxx-id	sm4_03_070	roger for separation turn right heading one nine five 						en	
xxx-id	sm4_03_005	sobelair two five two one climb flight level three three zero 						en	
xxx-id	sm4_03_003	delta echo bravo contact zurich one three four six tschuss 						en	
xxx-id	sm4_03_027	maintain heading three five zero as well radar vectors to nattenheim 						en	
xxx-id	sm4_05_115	tag britannia triple two alfa identified 						en	
xxx-id	sm4_05_080	tag aero lloyd five nine zero identified i'll call you back for higher 						en	
xxx-id	sm4_05_017	expect higher after passing karlsruhe 						en	
xxx-id	sm4_05_024	foxtrot sierra india climb now flight level two nine zero tschu 						en	
xxx-id	sm4_05_102	german air force five eight five resume own navigation to frankfurt 						en	
xxx-id	sm4_05_073	roger maintain 						en	
xxx-id	sm4_05_093	tag lufthansa four six five two identified climb flight level two seven zero 						en	
xxx-id	sm4_05_068	[HNOISE] air malta zero zero four descend with two thousand feet per minute or more 						en	
xxx-id	sm4_05_066	transwede one zero seven continue climb flight level three three zero 						en	
xxx-id	sm4_05_135	tag speedbird one two four identified 						en	
xxx-id	sm4_05_023	sabena eight three eight contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_053	tag jet set eight one seven identified 						en	
xxx-id	sm4_05_046	tag georgia three seven identified 						en	
xxx-id	sm4_05_142	<OT> how is it now </OT> 						en	
xxx-id	sm4_05_171	tag alitalia one five seven identified 						en	
xxx-id	sm4_05_087	aero lloyd five nine zero climb flight level two nine zero 						en	
xxx-id	sm4_05_004	tag lufthansa eight two six eight identified climb flight level two nine zero 						en	
xxx-id	sm4_05_174	lufthansa four three seven six climb flight level two nine zero 						en	
xxx-id	sm4_05_136	tag europa three six three identified proceed direct to fox fox mike 						en	
xxx-id	sm4_05_144	lufthansa four four one six zurich one three four six tschuss 						en	
xxx-id	sm4_05_124	belstar five two six hotel contact rhein one three two four tschuss 						en	
xxx-id	sm4_05_048	[EMPTY] 						en	
xxx-id	sm4_05_051	left heading three five zero 						en	
xxx-id	sm4_05_001	tag transwede one oh one identified 						en	
xxx-id	sm4_05_056	georgia three seven contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_047	~k ~l ~m three hundred kilo guten tag identified 						en	
xxx-id	sm4_05_079	tag jet set one four two nine identified 						en	
xxx-id	sm4_05_052	tag air malta zero zero four identified 						en	
xxx-id	sm4_05_034	tag olympic one four four identified 						en	
xxx-id	sm4_05_031	lufthansa eight two six eight contact zurich one three four six tschuss 						en	
xxx-id	sm4_05_084	~k ~l ~m two six four turn left heading three five five 						en	
xxx-id	sm4_05_130	oscar hotel india guten tag identified 						en	
xxx-id	sm4_05_060	aero lloyd five two eight contact rhein correction zurich one three three four tschuss 						en	
xxx-id	sm4_05_030	tag aero lloyd five two eight identified 						en	
xxx-id	sm4_05_150	okay 						en	
xxx-id	sm4_05_033	leisure six zero two four guten tag identified 						en	
xxx-id	sm4_05_164	tag sabena eight oh one identified 						en	
xxx-id	sm4_05_009	tag @foxy identified i'll call you back shortly for higher 						en	
xxx-id	sm4_05_088	tag onur air three eight eight identified 						en	
xxx-id	sm4_05_141	belstar five zero two hotel contact rhein one three two four tschuss 						en	
xxx-id	sm4_05_091	alitalia one one seven zurich one three three four tschuss 						en	
xxx-id	sm4_05_040	hapag lloyd six six three contact zurich one three four six tsch= ohh correction climb to flight level three hundred now 						en	
xxx-id	sm4_05_133	lufthansa four four one six direct to trasadingen 						en	
xxx-id	sm4_05_183	alitalia one four nine direct trasadingen 						en	
xxx-id	sm4_05_117	tag lufthansa four four one six identified continue on current heading to enable further climb 						en	
xxx-id	sm4_05_165	aero lloyd five one seven contact rhein one two seven three seven tschu 						en	
xxx-id	sm4_05_181	delta lima lima contact milano one three four five two tschuss 						en	
xxx-id	sm4_05_173	tag lufthansa four three seven six identified proceed direct to trasadingen call you back shortly for higher 						en	
xxx-id	sm4_05_176	sabena nine three six nine proceed now to trasadingen 						en	
xxx-id	sm4_05_149	midland seven two zero what is your rate of climb 						en	
xxx-id	sm4_05_003	tag swissair nine three five two identified 						en	
xxx-id	sm4_05_092	tag alitalia four eight five identified 						en	
xxx-id	sm4_05_108	alitalia four zero one climb flight level two nine zero 						en	
xxx-id	sm4_05_029	constellation two two five one guten tag identified 						en	
xxx-id	sm4_05_076	hoi ~k ~l ~m two six four identified 						en	
xxx-id	sm4_05_049	~k ~l ~m three hundred kilo report your heading 						en	
xxx-id	sm4_05_062	olympic one four four contact rhein one three two decimal four tschuss 						en	
xxx-id	sm4_05_006	lufthansa eight two six eight climb flight level three hundred 						en	
xxx-id	sm4_05_139	speedbird one two four contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_012	tag sabena eight three eight identified 						en	
xxx-id	sm4_05_015	sabena four eight one contact rhein frequency one three two decimal four tschuss 						en	
xxx-id	sm4_05_182	britannia two three six alfa hm ohh no disregard 						en	
xxx-id	sm4_05_147	roger turn left heading two nine five 						en	
xxx-id	sm4_05_163	tag alitalia one four nine identified 						en	
xxx-id	sm4_05_114	sabena seven eight one six rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_099	tag alitalia four zero one identified climb to flight level two seven zero 						en	
xxx-id	sm4_05_016	swissair nine three five two climb flight level three five zero 						en	
xxx-id	sm4_05_044	roger maintain 						en	
xxx-id	sm4_05_104	lufthansa four six five two direct to trasadingen 						en	
xxx-id	sm4_05_101	german air force five eight five contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_105	air malta zero zero four descend now flight level three one zero 						en	
xxx-id	sm4_05_110	aero lloyd five nine zero contact rhein correction zurich one three four six tschuss 						en	
xxx-id	sm4_05_085	[EMPTY] 						en	
xxx-id	sm4_05_077	sabena seven eight one six report your heading 						en	
xxx-id	sm4_05_157	lufthansa three five five six climb now flight level two eight z= correction two nine zero 						en	
xxx-id	sm4_05_123	tag alitalia four eight seven identified 						en	
xxx-id	sm4_05_075	sabena seven eight one six guten tag identified 						en	
xxx-id	sm4_05_180	lufthansa three five five six contact zurich one three four six tschuss 						en	
xxx-id	sm4_05_002	sabena four eight one proceed direct to dinkelsbuhl 						en	
xxx-id	sm4_05_026	tag malaysian two identified 						en	
xxx-id	sm4_05_138	singa one one two continue current heading and ah contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_078	roger turn left heading three five five 						en	
xxx-id	sm4_05_045	leisure six zero two four rhein frequency one two seven three seven tschuss 						en	
xxx-id	sm4_05_071	transwede one zero seven climb with fifteen hundred feet per minute or more 						en	
xxx-id	sm4_05_063	tag german air force five eight five identified proceed to fox fox mike 						en	
xxx-id	sm4_05_014	foxtrot sierra india climb flight level two seven zero 						en	
xxx-id	sm4_05_154	[EMPTY] 						en	
xxx-id	sm4_05_038	india tango alfa sierra alfa contact rhein frequency one two seven three seven 						en	
xxx-id	sm4_05_094	tag belstar five two six hotel identified 						en	
xxx-id	sm4_05_107	alitalia four zero one direct trasadingen 						en	
xxx-id	sm4_05_132	alitalia four zero one zurich one three four six tschuss 						en	
xxx-id	sm4_05_036	transwede one zero one contact zurich one three three four tschuss 						en	
xxx-id	sm4_05_037	malaysian two contact rhein frequency one two seven three seven 						en	
xxx-id	sm4_05_151	that's fine 						en	
xxx-id	sm4_05_090	~k ~l ~m three hundred kilo contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_160	alitalia four eight seven contact zurich one three four six tschuss 						en	
xxx-id	sm4_05_129	singa one one two continue now heading three one zero 						en	
xxx-id	sm4_05_096	lufthansa four five six two procee= to no continue on current heading climb to flight level two nine zero 						en	
xxx-id	sm4_05_148	tag midland seven two zero identified 						en	
xxx-id	sm4_05_027	swissair six five two zero direct frankfurt 						en	
xxx-id	sm4_05_153	sabena eight two six alfa identified 						en	
xxx-id	sm4_05_168	oscar oscar papa hotel india contact rhein one three two decimal four 						en	
xxx-id	sm4_05_065	transu= 						en	
xxx-id	sm4_05_097	sabena eight three two contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_067	air malta zero zero four descend now flight level three one zero 						en	
xxx-id	sm4_05_061	transwede one zero seven climb now flight level three hundred expect further climb in about two minutes 						en	
xxx-id	sm4_05_007	speedbird one five six contact rhein one two seven three seven tschu 						en	
xxx-id	sm4_05_086	affirm 						en	
xxx-id	sm4_05_069	sobelair two five five seven rhein one through one three two decimal four tschuss 						en	
xxx-id	sm4_05_118	tag hapag lloyd three five five one identified 						en	
xxx-id	sm4_05_070	jet set eight one seven contact rhein frequency one two seven three seven tschuss 						en	
xxx-id	sm4_05_111	sabena seven eight one six direct to nattenheim 						en	
xxx-id	sm4_05_081	sabena eight three two guten tag identified 						en	
xxx-id	sm4_05_018	tag hapag lloyd six five three identified climb flight level two seven zero 						en	
xxx-id	sm4_05_134	tag turkish five one five identified 						en	
xxx-id	sm4_05_126	tag netherlands three five identified 						en	
xxx-id	sm4_05_095	jet set one four two nine contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_169	netherlands air force three five contact rhein one three two four tschuss 						en	
xxx-id	sm4_05_125	lufthansa four four one six climb now to flight level two nine zero 						en	
xxx-id	sm4_05_042	onur air nine eight nine guten tag identified 						en	
xxx-id	sm4_05_145	tag sabena nine three six nine identified 						en	
xxx-id	sm4_05_122	netherlands air force four one four contact zurich one three four six tschuss 						en	
xxx-id	sm4_05_074	[EMPTY] 						en	
xxx-id	sm4_05_041	and hapag lloyd six five three zurich one three four six 						en	
xxx-id	sm4_05_161	delta india charlie papa alfa contact milano one three four five two tschuss 						en	
xxx-id	sm4_05_032	foxtrot sierra india contact zurich one three four six tschuss 						en	
xxx-id	sm4_05_058	air malta zero zero four in the viscinity of karlsruhe expect an initial descent due to crossing traffic for dusseldorf 						en	
xxx-id	sm4_05_039	tag transwede one zero seven identified 						en	
xxx-id	sm4_05_089	tag netherlands four one four identified 						en	
xxx-id	sm4_05_043	tag alitalia one one seven identified what is your rate of climb 						en	
xxx-id	sm4_05_175	europa three six three contact rhein one two seven three seven 						en	
xxx-id	sm4_05_120	lufthansa four six five two zurich one three four six tschuss 						en	
xxx-id	sm4_05_185	sabena eight zero one direct trasadingen 						en	
xxx-id	sm4_05_022	swissair nine three five two contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_020	india sierra alfa <FL> </FL> stop climb flight level three one zero 						en	
xxx-id	sm4_05_010	sabena four eight one descend now flight level three one zero 						en	
xxx-id	sm4_05_143	tag lufthansa three five five six identified i'll call you back for higher 						en	
xxx-id	sm4_05_035	tag sobelair two five five seven identified 						en	
xxx-id	sm4_05_162	speedbird two two three proceed now direct to nattenheim 						en	
xxx-id	sm4_05_106	air malta zero zero four rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_121	belstar five two six hotel proceed direct to kempten kilo papa tango 						en	
xxx-id	sm4_05_011	tag india tango alfa sierra alfa identified 						en	
xxx-id	sm4_05_098	lufthansa four five six two climb to flight level three three zero 						en	
xxx-id	sm4_05_112	onur air three eight eight contact rhein one three two four tschuss 						en	
xxx-id	sm4_05_186	<OT> thank you have a nice time off </OT> 						en	
xxx-id	sm4_05_172	speedbird one two two guten tag identified 						en	
xxx-id	sm4_05_064	and five eight five an established report heading inbound to frankfurt 						en	
xxx-id	sm4_05_019	india tango alfa sierra alfa climb now flight level three two zero 						en	
xxx-id	sm4_05_082	transwede one zero seven contact zurich one three four six tschuss 						en	
xxx-id	sm4_05_156	tag britannia two three six alfa identified 						en	
xxx-id	sm4_05_109	~k ~l ~m two six four direct nattenheim 						en	
xxx-id	sm4_05_050	roger turn left heading three five zero radar vectors nattenheim 						en	
xxx-id	sm4_05_155	[EMPTY] 						en	
xxx-id	sm4_05_159	hapag lloyd three five five one zurich one three three decimal four tschuss 						en	
xxx-id	sm4_05_100	delta papa alfa tag identified 						en	
xxx-id	sm4_05_072	air malta zero zero four stop descent flight level three two zero for the time being 						en	
xxx-id	sm4_05_055	constellation two two five one contact rhein frequency one through one three two decimal four 						en	
xxx-id	sm4_05_137	britannia triple two alfa contact rhein one three two four tschuss 						en	
xxx-id	sm4_05_131	alitalia four eight five contact zurich one three three four tschuss 						en	
xxx-id	sm4_05_008	lufthansa eight two six eight direct to trasadingen climb with one thousand five hundred feet per minute or more 						en	
xxx-id	sm4_05_152	tag alitalia two nine two identified 						en	
xxx-id	sm4_05_140	turkish five one five contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_119	tag belstar five oh two hotel identified 						en	
xxx-id	sm4_05_166	lufthansa three five five six direct to trasadingen 						en	
xxx-id	sm4_05_028	roger expect higher with zurich in about five minutes 						en	
xxx-id	sm4_05_083	~k ~l ~m three hundred kilo direct to nattenheim 						en	
xxx-id	sm4_05_116	tag singa one one two identified maintain heading three two zero 						en	
xxx-id	sm4_05_005	roger for the time being maintain flight level three one zero 						en	
xxx-id	sm4_05_170	midland seven two zero contact rhein frequency one two seven three seven tschuss 						en	
xxx-id	sm4_05_059	onur air nine eight nine contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_177	tag lufthansa three six three eight identified proceed direct to trasadingen climb flight level two seven zero 						en	
xxx-id	sm4_05_127	delta india mike lima lima guten tag identified 						en	
xxx-id	sm4_05_167	speedbird two two three contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_103	and five eight five contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_158	and lufthansa three five five six climb with one thousand five hundred feet per minute or more 						en	
xxx-id	sm4_05_025	hapag lloyd six five three direct to trasadingen climb to flight level two nine zero 						en	
xxx-id	sm4_05_128	tag aero lloyd five one seven identified 						en	
xxx-id	sm4_05_054	swissair six five two zero contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_178	speedbird one two two contact rhein frequency one two seven three seven tschuss 						en	
xxx-id	sm4_05_184	alitalia two nine two proceed to nattenheim 						en	
xxx-id	sm4_05_057	malta zero zero four proceed direct to fox fox mike 						en	
xxx-id	sm4_05_021	and india sierra alfa climb with one thousand five hundred feet per minute or more 						en	
xxx-id	sm4_05_113	~k ~l ~m two six four contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_05_013	tag swissair six five two zero identified 						en	
xxx-id	sm4_05_146	tag speedbird two two three identified report your heading 						en	
xxx-id	sm4_05_179	condor two one eight guten tag identified 						en	
xxx-id	sm4_06_047	~k ~l ~m three four six report your heading 						en	
xxx-id	sm4_06_072	lufthansa four two zero seven rhein one three two four tschuss 						en	
xxx-id	sm4_06_032	[EMPTY] 						en	
xxx-id	sm4_06_015	tag swissair nine three six zero identified 						en	
xxx-id	sm4_06_083	tag belgian airforce four four identified report your heading 						en	
xxx-id	sm4_06_085	sabena eight three six rhein one two seven three seven tschuss 						en	
xxx-id	sm4_06_065	jat two seven three contact munchen one three four five two tschuss 						en	
xxx-id	sm4_06_074	roger turn right heading one nine five 						en	
xxx-id	sm4_06_147	gulf air zero zero five contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_06_058	hotel tango romeo schonen tag identified 						en	
xxx-id	sm4_06_026	[EMPTY] 						en	
xxx-id	sm4_06_013	[EMPTY] 						en	
xxx-id	sm4_06_140	sunwing five two one two guten tag identified 						en	
xxx-id	sm4_06_070	~k ~l ~m three four six contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_06_028	swissair nine three six zero rhein one two seven three seven tschuss 						en	
xxx-id	sm4_06_108	tag britannia three zero six alfa identified 						en	
xxx-id	sm4_06_066	jat two seven three 						en	
xxx-id	sm4_06_030	tag britannia three two seven alfa identified 						en	
xxx-id	sm4_06_086	tag delta india mike mike echo identified 						en	
xxx-id	sm4_06_006	that's fine 						en	
xxx-id	sm4_06_092	expect higher with zurich in about five minutes 						en	
xxx-id	sm4_06_113	merair six nine five two climb flight level two seven zero now 						en	
xxx-id	sm4_06_126	meridiana six ni= merair six nine four four direct to trasadingen 						en	
xxx-id	sm4_06_137	tunair four eight zero two guten tag identified 						en	
xxx-id	sm4_06_056	hapag lloyd one one two one two seven three seven tschu 						en	
xxx-id	sm4_06_149	alitalia two nin= no disregard 						en	
xxx-id	sm4_06_017	affirm i gave you a rate of climb of one thousand five hundred or more and you read it back 						en	
xxx-id	sm4_06_110	delta mike echo continue heading one eight zero 						en	
xxx-id	sm4_06_119	@aerovic one zero six one descend with two thousand feet per minute or more 						en	
xxx-id	sm4_06_037	lufthansa three six zero four direct to trasadingen 						en	
xxx-id	sm4_06_076	lufthansa three five five zero proceed direct to tran= trasadingen climb flight level two nine zero 						en	
xxx-id	sm4_06_123	egypt air eight eight four guten tag identified 						en	
xxx-id	sm4_06_059	speedbird one two nine contact rhein one three two four tschuss 						en	
xxx-id	sm4_06_096	tag alitalia two nine one identified continue heading one three five 						en	
xxx-id	sm4_06_073	tag lufthansa five five zero four identified report your heading 						en	
xxx-id	sm4_06_079	four two zero seven rhein frequency one three two four 						en	
xxx-id	sm4_06_069	[EMPTY] 						en	
xxx-id	sm4_06_132	tarom three seven four contact rhein one three two four tschuss 						en	
xxx-id	sm4_06_035	tarom three seven two contact rhein one three two four 						en	
xxx-id	sm4_06_139	malaysian four contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_06_151	guten tag delta india bravo echo charlie identified 						en	
xxx-id	sm4_06_020	lufthansa three five six six direct to trasadingen 						en	
xxx-id	sm4_06_063	bee med one guten tag identified 						en	
xxx-id	sm4_06_105	roger turn even further climb turn right heading one nine zero 						en	
xxx-id	sm4_06_152	delta charlie india november alfa climb flight level two nine zero 						en	
xxx-id	sm4_06_138	[EMPTY] 						en	
xxx-id	sm4_06_144	roger maintain 						en	
xxx-id	sm4_06_127	alitalia one five zero direct to nattenheim 						en	
xxx-id	sm4_06_046	@indialook guten tag identified 						en	
xxx-id	sm4_06_039	tag speedbird one two nine identified 						en	
xxx-id	sm4_06_001	tag alitalia two seven four identified 						en	
xxx-id	sm4_06_055	hapag lloyd one one two rhein one two seven three seven tschuss 						en	
xxx-id	sm4_06_112	@aerovic one zero six one descend now flight level two seven zero 						en	
xxx-id	sm4_06_121	tag meridiana six nine four four identified climb flight level two nine zero 						en	
xxx-id	sm4_06_100	bafair four four turn left again heading three one five 						en	
xxx-id	sm4_06_014	[EMPTY] 						en	
xxx-id	sm4_06_107	bafair four four descend flight level three five zero 						en	
xxx-id	sm4_06_075	golf juliett india direct to trasadingen 						en	
xxx-id	sm4_06_009	swissair eight zero six climb with thousand five hundred feet per minute or more 						en	
xxx-id	sm4_06_141	tag alitalia three six nine identified 						en	
xxx-id	sm4_06_081	lufthansa four seven zero zero contact zurich one three four six 						en	
xxx-id	sm4_06_077	you called in already and four two zero nine identified again 						en	
xxx-id	sm4_06_120	guten tag lufthansa five two one seven identified 						en	
xxx-id	sm4_06_150	britannia three zero six alfa contact rhein one three two decimal four tschuss 						en	
xxx-id	sm4_06_095	guten tag tarom three seven four identified 						en	
xxx-id	sm4_06_053	lufthansa three five six six zurich one three fo= 						en	
xxx-id	sm4_06_131	tag delta charlie india november alfa climb flight level two seven zero continue on the heading 						en	
xxx-id	sm4_06_089	@indialook contact rhein frequenc= correction zurich one three four six 						en	
xxx-id	sm4_06_043	tag lufthansa five two three six identified 						en	
xxx-id	sm4_06_125	delta india mike mike echo climb flight level three zero zero 						en	
xxx-id	sm4_06_116	lufthansa three five five zero contact zurich one three four six tschuss 						en	
xxx-id	sm4_06_036	berlin five two five five contact rhein one two seven three seven 						en	
xxx-id	sm4_06_082	hotel tango romeo contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_06_033	alitalia six four seven four guten tag identified 						en	
xxx-id	sm4_06_143	@aerovic one zero six one report your heading 						en	
xxx-id	sm4_06_090	tag adria one six two seven identified 						en	
xxx-id	sm4_06_078	lufthansa four two zero seven do you still read 						en	
xxx-id	sm4_06_019	lufthansa three five six six guten tag identified climb flight level two nine zero 						en	
xxx-id	sm4_06_018	jat two seven three guten tag identified 						en	
xxx-id	sm4_06_101	belgian airforce four four turn left again heading three one five 						en	
xxx-id	sm4_06_061	tag lufthansa four two zero nine identified 						en	
xxx-id	sm4_06_109	cross air eight five eight contact rhein frequency one two seven three seven tschuss 						en	
xxx-id	sm4_06_024	[EMPTY] 						en	
xxx-id	sm4_06_021	@bama one five contact zurich one three four decimal six tschuss 						en	
xxx-id	sm4_06_031	tag sabena eight three zero identified 						en	
xxx-id	sm4_06_050	tag saudia one zero six identified 						en	
xxx-id	sm4_06_099	tag merair six nine five two identified climb flight level two nine zero correction two five zero 						en	
xxx-id	sm4_06_155	lufthansa five two one seven contact rhein one three two decimal four tschuss 						en	
xxx-id	sm4_06_007	berlin five two five five direct to frankfurt 						en	
xxx-id	sm4_06_045	lufthansa four seven zero zero climb flight level two nine zero 						en	
xxx-id	sm4_06_025	hoi ~k ~l ~m three four six identified 						en	
xxx-id	sm4_06_060	tag lufthansa three five five zero identified climb to flight level two seven zero 						en	
xxx-id	sm4_06_040	tag lufthansa four two zero seven identified 						en	
xxx-id	sm4_06_136	nato one zero contact rhein frequency one two seven three seven tschuss 						en	
xxx-id	sm4_06_048	roger turn left heading three five five radar vectors nattenheim 						en	
xxx-id	sm4_06_115	tag malaysian four identified 						en	
xxx-id	sm4_06_102	lufthansa five five zero four back to trasadingen 						en	
xxx-id	sm4_06_023	alitalia two seven four contact rhein frequency one two seven three seven tschuss 						en	
xxx-id	sm4_06_080	saudia one zero six contact rhein one three two four 						en	
xxx-id	sm4_06_062	tag sabena eight three six identified 						en	
xxx-id	sm4_06_011	swissair eight zero six continue climb to flight level three five zero 						en	
xxx-id	sm4_06_118	tag swissair nine three five nine identified 						en	
xxx-id	sm4_06_084	roger turn right heading three two five 						en	
xxx-id	sm4_06_051	lufthansa five two three six contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_06_038	tag lufthansa four seven zero zero identified 						en	
xxx-id	sm4_06_008	tag swissair eight zero six identified climb flight level three one zero 						en	
xxx-id	sm4_06_005	radio check how do you read me 						en	
xxx-id	sm4_06_134	tag alitalia one three five identified 						en	
xxx-id	sm4_06_091	lufthansa four two zero nine proceed direct to dinkelsbuhl 						en	
xxx-id	sm4_06_114	tag nato ten identified 						en	
xxx-id	sm4_06_004	morning tarom three seven two identified 						en	
xxx-id	sm4_06_049	@indialook climb flight level two nine zero 						en	
xxx-id	sm4_06_088	alitalia one five zero guten tag identified 						en	
xxx-id	sm4_06_002	tag @bama one five identified direct to zurich east 						en	
xxx-id	sm4_06_027	swissair eight zero six contact rhein one two seven three seven tschuss 						en	
xxx-id	sm4_06_146	and six nine five two contact zurich one three four six 						en	
xxx-id	sm4_06_067	oh it's one three four five two 						en	
xxx-id	sm4_06_010	sobelair two five two one contact rhein frequency one three two decimal four tschuss 						en	
xxx-id	sm4_06_103	golf bravo victor juliett india contact zurich one three three four tschuss 						en	
xxx-id	sm4_06_130	adria one six two seven rhein one three two decimal four tschuss 						en	
xxx-id	sm4_06_054	one three four six tschuss 						en	
xxx-id	sm4_06_122	merair six nine five two climb flight level two nine zero now 						en	
xxx-id	sm4_06_052	britannia three two seven alfa contact rhein frequency one three two decimal four tschuss 						en	
xxx-id	sm4_06_142	tag sunwing five two one four identified 						en	
xxx-id	sm4_06_016	swissair eight zero six what is your rate of climb 						en	
